,radius,theta,value
0,848.8034863185343,174.2388575897328,0.8295276268249102
1,828.9842615604767,172.98159489967694,0.8688852370012738
2,809.5836311515378,171.66341427684097,0.900983464096277
3,790.6324102432932,170.28127947259526,0.9182715747097202
4,772.1636891299656,168.83215086795803,0.9363281699914017
5,754.212914155908,167.313030596852,0.9474734292551347
6,728.3413759732971,164.89681513964356,0.9606504031410994
7,696.0323903401265,161.40477615800572,0.9727435428963851
8,666.5536935542275,157.58857573549142,0.9821259738895376
9,640.2963172775975,153.43962690372905,0.989187939549725
10,617.6712159296422,148.96168497156782,0.9942704246389267
11,599.0900580021585,144.17504861810755,0.9984885100296539
12,584.938350380905,139.11987584080265,1.0022576869178168
13,575.5429257978221,133.85730927166986,1.0053222729673
14,571.1385599535181,128.46721716209322,1.0081607108808863
15,571.840589181913,123.04212300205114,1.010743105681204
16,577.6303954487978,117.67817982135094,1.013140065891048
17,588.3577972603317,112.46524376814257,1.0155820227949186
18,603.7596632667693,107.47849549342031,1.0180025829232389
19,623.4896742683508,102.77338875834509,1.0200983474639571
20,647.1520890724089,98.38440672828249,1.0224432310637837
21,674.3330693378388,94.32692240053662,1.0244833985120962
22,704.6255459140518,90.60087886237163,1.027119597517343
23,737.6462845070384,87.19504186886327,1.0294467985778262
24,773.0457500560235,84.09095601930213,1.0319107894760577
25,810.5123267739975,81.26616879064359,1.035111036916586
26,849.7726411021933,78.69661430191157,1.0390431960094388
27,830.1998817492761,75.17929922998415,1.037151110510089
28,791.9612997752153,72.63101794838212,1.0326006513268877
29,755.5213895419563,69.83248390777823,1.0280971000534898
30,721.1528636827237,66.76158420439636,1.0240580529235834
31,689.1656902144803,63.3986007424035,1.0201706145023035
32,659.9062489236128,59.728869374257854,1.0167381875574688
33,633.7524589275289,55.74635152961693,1.013509995759573
34,611.1031942753773,51.45802859390403,1.0097777328881694
35,592.3605843901782,46.88873559177182,1.006402180135778
36,577.9048562291215,42.08571368534541,1.0028863352586583
37,568.0633739257914,37.12200346348331,0.9991173454457632
38,563.0781329152551,32.09821567641751,0.9952311771989136
39,563.078132915255,27.1436717044989,0.9906619090346303
40,568.0633739257914,22.420762442235883,0.9857451585986289
41,577.9048562291216,18.140433775184192,0.9808819160858948
42,592.3605843901781,14.597465450302366,0.9761578158466042
43,611.1031942753773,12.201793893454749,0.9716045809714886
44,633.752458927529,11.350852785977452,0.9670185752395943
45,659.9062489236128,12.02947454639039,0.9633688558748748
46,689.1656902144805,13.729705272407728,0.9624747685538884
47,721.1528636827237,15.90879431105347,0.9640539025124286
48,755.5213895419565,18.23238105236024,0.9690314002340203
49,791.9612997752155,20.532788030832165,0.9774455373333815
50,830.1998817492763,22.73273464276562,0.9892489405250635
51,803.3957144343541,25.97827905865256,0.9936816013823448
52,753.7005697505377,26.998429633892044,0.9921869617904984
53,704.278676818112,28.16226892441108,0.9922830845966226
54,655.1918736573608,29.501236848999014,0.9930684928248128
55,606.5215238556681,31.056198160454755,0.9943261852348564
56,558.3765372948139,32.88101093535553,0.9958376139161921
57,510.9054578002458,35.0476724314064,0.9972212024388112
58,464.31503004576246,37.65375471859937,0.998594535681347
59,418.89919831661456,40.83302655574886,0.9997317519658844
60,375.0848710382679,44.77001075216043,1.0006549104742741
61,333.50384333748286,49.717697286570996,1.0015117793881108
62,295.10167310189405,56.01163924074051,1.0021419736482122
63,261.2837773796692,64.05596852007204,1.0023259931583792
64,234.04584611487246,74.21920544244207,1.0024955015339687
65,215.89287795814656,86.5501500942333,1.0022019125141624
66,209.20335162244015,100.37291070686011,1.0020970078435036
67,215.04971707644748,114.25064050769728,1.0015103121200306
68,232.4881721869835,126.71402727652192,1.0003745970620617
69,259.18941048317424,137.02805102966647,0.9996262041987432
70,292.6287438273501,145.20447281228988,0.9983179138614803
71,330.7688676839418,151.60137670129546,0.9963676710269671
72,372.1673505984208,156.62524025697752,0.9941881040802518
73,415.85221026413353,160.6171812854742,0.9910257775166998
74,461.1741705898855,163.8353199471028,0.9877744400324194
75,507.6949885162933,166.46802566741002,0.9826631146701714
76,555.1133379927352,168.65168613340117,0.9775873629100063
77,603.2175938895516,170.48549620404788,0.9699013458757862
78,651.8559227666418,172.0422638906935,0.9586367009312914
79,700.9171516103647,173.37592261488263,0.942946816933131
80,733.8177257471167,174.1613605406118,0.927632209588179
81,766.8495887582401,174.874905833472,0.9059635842012872
82,799.9964780520099,175.52400315465613,0.8739947579542043
83,833.2446663324562,176.11449029566205,0.8264471766272612
84,0.0,0.0,0.9999992197559433
85,0.0,3.6,0.9999992078449211
86,0.0,7.2,0.9999992118678678
87,0.0,10.8,0.9999992263288806
88,0.0,14.4,0.9999992451058415
89,0.0,18.0,0.9999992620766323
90,0.0,21.6,0.9999992972934955
91,0.0,25.2,0.9999993301419879
92,0.0,28.8,0.999999411089614
93,0.0,32.4,0.999999507921234
94,0.0,36.0,0.999999621684527
95,0.0,39.6,0.9999995928072855
96,0.0,43.2,0.9999996246264382
97,0.0,46.8,0.9999997089248993
98,0.0,50.4,0.9999997132102845
99,0.0,54.0,0.9999998239627732
100,0.0,57.6,0.999999952759737
101,0.0,61.2,1.0000000399375049
102,0.0,64.8,1.000000125206275
103,0.0,68.4,1.0000001564200207
104,0.0,72.0,1.0000002943709527
105,0.0,75.6,1.0000004521290526
106,0.0,79.2,1.0000003203476826
107,0.0,82.8,1.0000003056528017
108,0.0,86.4,1.000000390994368
109,0.0,90.0,1.0000003249898197
110,0.0,93.6,1.000000390994368
111,0.0,97.2,1.0000003056528017
112,0.0,100.8,1.0000003203476826
113,0.0,104.4,1.0000004521290526
114,0.0,108.0,1.0000002943709527
115,0.0,111.6,1.0000001564200207
116,0.0,115.2,1.000000125206275
117,0.0,118.8,1.0000000399375049
118,0.0,122.4,0.999999952759737
119,0.0,126.0,0.9999998239627732
120,0.0,129.6,0.9999997132102842
121,0.0,133.2,0.9999997089248993
122,0.0,136.8,0.9999996246264382
123,0.0,140.4,0.9999995928072856
124,0.0,144.0,0.999999621684527
125,0.0,147.6,0.999999507921234
126,0.0,151.2,0.999999411089614
127,0.0,154.8,0.9999993301419878
128,0.0,158.4,0.9999992972934955
129,0.0,162.0,0.9999992620766323
130,0.0,165.6,0.9999992451058415
131,0.0,169.2,0.9999992263288807
132,0.0,172.8,0.9999992118678678
133,0.0,176.4,0.9999992078449211
134,0.0,180.0,0.9999992197559434
135,100.0,180.0,0.9990984055611425
136,200.0,180.0,0.9972549697745468
137,300.0,180.0,0.9939879531659825
138,400.0,180.0,0.9884694162302221
139,500.0,180.0,0.9785640809394252
140,550.0,180.0,0.9720459455880914
141,600.0,180.0,0.9620126763438912
142,650.0,180.0,0.9482796012350263
143,700.0,180.0,0.9269692698690561
