,radius,theta,value
534,603.0,180.0,0.9613332549851578
535,607.5,180.0,0.9603886807306227
536,612.0,180.0,0.959362531116166
537,616.5,180.0,0.9582654311289901
538,621.0,180.0,0.9571080057562988
539,625.5,180.0,0.9559008799852946
540,630.0,180.0,0.9546548489374196
541,634.5,180.0,0.9533717748519445
542,639.0,180.0,0.9520435855420971
543,643.5,180.0,0.9506622476248864
544,648.0,180.0,0.9492197277173214
545,652.5,180.0,0.9477055875474623
546,657.0,180.0,0.9460279575689037
547,661.5,180.0,0.9442214239477017
548,666.0,180.0,0.9423929726024229
549,670.5,180.0,0.9406495894516322
550,675.0,180.0,0.939079181810708
551,679.5,180.0,0.9373860611053715
552,684.0,180.0,0.9354546165397489
553,688.5,180.0,0.9333105866072082
554,693.0,180.0,0.9309797098011181
555,697.5,180.0,0.9284927492921691
556,702.0,180.0,0.9259229497950595
557,706.5,180.0,0.9233721860271302
558,711.0,180.0,0.9209435481361116
559,715.5,180.0,0.9187051157933243
560,720.0,180.0,0.9161623752296573
561,724.5,180.0,0.9132313961088514
562,729.0,180.0,0.9100516738483904
563,733.5,180.0,0.9067636595230826
564,738.0,180.0,0.903460943088618
565,742.5,180.0,0.9000986585772603
566,747.0,180.0,0.8966177565408663
567,751.5,180.0,0.8929420798125581
568,756.0,180.0,0.8886799479078757
569,760.5,180.0,0.8840860662236906
570,765.0,180.0,0.8796892363340896
571,769.5,180.0,0.875807976535433
572,774.0,180.0,0.8714493892015928
573,778.5,180.0,0.8663960631432029
574,783.0,180.0,0.860637369419499
575,787.5,180.0,0.8542451229681205
576,792.0,180.0,0.8476778927960742
577,796.5,180.0,0.8415382407591261
578,801.0,180.0,0.8361637430215831
579,805.5,180.0,0.8299837047990121
580,810.0,180.0,0.822982202964407
581,814.5,180.0,0.8155818776630738
582,819.0,180.0,0.807602186424753
583,823.5,180.0,0.798868112841943
584,828.0,180.0,0.7895223573410491
585,832.5,180.0,0.7797343862464007
586,837.0,180.0,0.7696850748180946
587,841.5,180.0,0.7595814949045433
588,846.0,180.0,0.7490570161476291
619,846.4025755821133,2.9753489687103802,0.7913857021031083
620,846.4025755821133,177.0246510312896,0.7913857021031083
621,841.1771289093325,3.2935488297734064,0.8038161712709402
622,841.1771289093325,176.7064511702266,0.8038161712709402
623,835.9779504180437,3.6157166770988685,0.8175751098321794
624,835.9779504180437,176.38428332290113,0.8175751098321794
625,830.805533266992,3.941906440968024,0.8300471559839725
626,830.805533266992,176.058093559032,0.8300471559839725
627,825.6603804021613,4.272172363572492,0.8424955865559687
628,825.6603804021613,175.72782763642752,0.8424955865559687
629,820.543004699647,4.6065689675580765,0.8546334299124189
630,820.543004699647,175.39343103244192,0.8546334299124189
631,815.4539291058084,4.945151022141795,0.8634330922737249
632,815.4539291058084,175.0548489778582,0.8634330922737249
633,810.3936867742548,5.287973506688456,0.8736763468832355
634,810.3936867742548,174.71202649331155,0.8736763468832355
635,805.3628211991971,5.6350915716331045,0.8811837896111324
636,805.3628211991971,174.3649084283669,0.8811837896111324
637,800.3618863446607,5.986560496633354,0.8868217759529342
638,800.3618863446607,174.01343950336664,0.8868217759529342
639,795.3914467690292,6.342435645834276,0.8919637867469685
640,795.3914467690292,173.65756435416571,0.8919637867469685
641,790.4520777443553,6.702772420125596,0.898286854365723
642,790.4520777443553,173.2972275798744,0.898286854365723
643,785.5443653698368,7.06762620627359,0.9045064411944712
644,785.5443653698368,172.9323737937264,0.9045064411944712
645,780.6689066788324,7.437052322806108,0.9110886533988626
646,780.6689066788324,172.5629476771939,0.9110886533988626
647,775.8263097387455,7.81110596253144,0.9168947443491957
648,775.8263097387455,172.18889403746857,0.9168947443491957
649,771.0171937430767,8.189842131571698,0.9210087633868179
650,771.0171937430767,171.8101578684283,0.9210087633868179
651,766.2421890949041,8.573315584793544,0.925429296294344
652,766.2421890949041,171.42668441520647,0.925429296294344
653,761.5019374810184,8.96158075751973,0.9282653064861642
654,761.5019374810184,171.03841924248027,0.9282653064861642
655,756.7970919358979,9.354691693409073,0.9321645472356354
656,756.7970919358979,170.64530830659092,0.9321645472356354
657,752.1283168946715,9.752701968395472,0.9359597407929947
658,752.1283168946715,170.24729803160452,0.9359597407929947
659,747.4962882341848,10.15566461058178,0.9388304782438625
660,747.4962882341848,169.84433538941823,0.9388304782438625
661,742.9016933012389,10.563632015988604,0.9413390118824113
662,742.9016933012389,169.43636798401138,0.9413390118824113
663,738.3452309270409,10.976655860066826,0.9443650912961152
664,738.3452309270409,169.0233441399332,0.9443650912961152
665,733.8276114268632,11.394787004888185,0.9471771546740037
666,733.8276114268632,168.60521299511183,0.9471771546740037
667,729.3495565838768,11.818075401939426,0.9501033081684033
668,729.3495565838768,168.18192459806056,0.9501033081684033
669,724.9117996160862,12.246569990454459,0.952495585955686
670,724.9117996160862,167.75343000954555,0.952495585955686
671,720.5150851252599,12.680318591231618,0.9548130337959229
672,720.5150851252599,167.3196814087684,0.9548130337959229
673,716.1601690267204,13.119367795895533,0.9570175309207286
674,716.1601690267204,166.88063220410447,0.9570175309207286
675,711.8478184588287,13.563762851580131,0.9588681580942426
676,711.8478184588287,166.43623714841988,0.9588681580942426
677,707.5788116709678,14.01354754102254,0.9603749128021739
678,707.5788116709678,165.98645245897745,0.9603749128021739
679,703.3539378888107,14.468764058079643,0.9618919373665233
680,703.3539378888107,165.53123594192036,0.9618919373665233
681,699.1739971556347,14.929452878696281,0.9635336680761896
682,699.1739971556347,165.07054712130372,0.9635336680761896
683,695.0398001484309,15.395652627378096,0.9653727656758516
684,695.0398001484309,164.6043473726219,0.9653727656758516
685,690.9521679675422,15.867399939244242,0.9671637587976253
686,690.9521679675422,164.13260006075575,0.9671637587976253
687,686.9119318985623,16.344729317763107,0.9687314867279522
688,686.9119318985623,163.6552706822369,0.9687314867279522
689,682.919933145223,16.82767298829993,0.9701697869041566
690,682.919933145223,163.17232701170008,0.9701697869041566
691,678.977022532007,17.31626074763701,0.9715094981146375
692,678.977022532007,162.68373925236298,0.9715094981146375
693,675.0840601752317,17.810519809657187,0.9727769598412409
694,675.0840601752317,162.1894801903428,0.9727769598412409
695,671.2419151213775,18.310474647417358,0.9740077030515591
696,671.2419151213775,161.68952535258265,0.9740077030515591
697,667.4514649514568,18.816146831872338,0.9752459272771005
698,667.4514649514568,161.18385316812765,0.9752459272771005
699,663.7135953502609,19.327554867548795,0.9764831206994723
700,663.7135953502609,160.6724451324512,0.9764831206994723
701,660.0291996393694,19.844714025506594,0.9777044521367821
702,660.0291996393694,160.1552859744934,0.9777044521367821
703,656.3991782728675,20.36763617396794,0.9788957398526633
704,656.3991782728675,159.63236382603205,0.9788957398526633
705,652.8244382947818,20.896329607035092,0.9800535991809258
706,652.8244382947818,159.10367039296491,0.9800535991809258
707,649.3058927573287,21.43079887196213,0.9811830275207273
708,649.3058927573287,158.56920112803786,0.9811830275207273
709,645.8444600991625,21.97104459549095,0.9822736913706669
710,645.8444600991625,158.02895540450905,0.9822736913706669
711,642.4410634829145,22.517063309806122,0.9832835855686354
712,642.4410634829145,157.48293669019387,0.9832835855686354
713,639.0966300914364,23.0688472787103,0.9841502608498334
714,639.0966300914364,156.9311527212897,0.9841502608498334
715,635.8120903822883,23.62638432466641,0.9850034025178946
716,635.8120903822883,156.37361567533358,0.9850034025178946
717,632.5883773001623,24.189657657398833,0.9858500758648396
718,632.5883773001623,155.81034234260116,0.9858500758648396
719,629.4264254470909,24.75864570479104,0.9866984657264526
720,629.4264254470909,155.24135429520896,0.9866984657264526
721,626.3271702104618,25.33332194685906,0.9875451108185767
722,626.3271702104618,154.66667805314094,0.9875451108185767
723,623.2915468490487,25.913654753623366,0.9883709832710934
724,623.2915468490487,154.08634524637662,0.9883709832710934
725,620.3204895374708,26.499607227739475,0.9891736863335421
726,620.3204895374708,153.5003927722605,0.9891736863335421
727,617.4149303697052,27.09113705278569,0.9899436491368725
728,617.4149303697052,152.90886294721432,0.9899436491368725
729,614.5757983225021,27.68819634813676,0.9906886951152661
730,614.5757983225021,152.31180365186324,0.9906886951152661
731,611.8040181797978,28.290731531383337,0.9914122149286438
