,radius,theta,value
732,611.8040181797978,151.70926846861667,0.9914122149286438
733,609.1005094194588,28.89868318927892,0.9921151441188485
734,609.1005094194588,151.10131681072107,0.9921151441188485
735,606.4661850639612,29.511985958215572,0.9927981058432399
736,606.4661850639612,150.48801404178442,0.9927981058432399
737,603.9019504968652,30.130568415240635,0.9934595503412365
738,603.9019504968652,149.86943158475935,0.9934595503412365
739,601.4087022472273,30.754352980633005,0.9940991683611325
740,601.4087022472273,149.245647019367,0.9940991683611325
741,598.9873267443666,31.383255833055166,0.9947201824324029
742,598.9873267443666,148.61674416694484,0.9947201824324029
743,596.6386990456818,32.0171868382867,0.9953176296568746
744,596.6386990456818,147.9828131617133,0.9953176296568746
745,594.3636815405004,32.65604949252663,0.995888361121133
746,594.3636815405004,147.34395050747338,0.995888361121133
747,592.1631226332179,33.29974088122503,0.9964346141079383
748,592.1631226332179,146.70025911877497,0.9964346141079383
749,590.037855409263,33.948151654366114,0.9969628238976854
750,590.037855409263,146.05184834563389,0.9969628238976854
751,587.9886962876869,34.601166019079095,0.9974923176550621
752,587.9886962876869,145.3988339809209,0.9974923176550621
753,586.01644366444,35.25866175039622,0.998000775154951
754,586.01644366444,144.74133824960379,0.998000775154951
755,584.1218765506343,35.92051022091062,0.9984910964827829
756,584.1218765506343,144.07948977908939,0.9984910964827829
757,582.3057532103247,36.586576450009616,0.9989737795695084
758,582.3057532103247,143.4134235499904,0.9989737795695084
759,580.5688098025465,37.25671917327269,0.9994510215139507
760,580.5688098025465,142.7432808267273,0.9994510215139507
761,578.9117590325314,37.930790932526826,0.9999145046173572
762,578.9117590325314,142.06920906747317,0.9999145046173572
763,577.3352888171888,38.608638186946465,1.0003696636910386
764,577.3352888171888,141.39136181305355,1.0003696636910386
765,575.8400609700635,39.29010144547123,1.0008232966235935
766,575.8400609700635,140.70989855452876,1.0008232966235935
767,574.4267099110892,39.97501542069266,1.0012731272792081
768,574.4267099110892,140.02498457930733,1.0012731272792081
769,573.0958414065167,40.66320920423224,1.00171622980006
770,573.0958414065167,139.33679079576777,1.00171622980006
771,571.8480313444305,41.35450646349825,1.0021533448489275
772,571.8480313444305,138.64549353650176,1.0021533448489275
773,570.6838245512578,42.048725659569214,1.0025736521615858
774,570.6838245512578,137.95127434043079,1.0025736521615858
775,569.6037336546287,42.7456802858091,1.0029887749953923
776,569.6037336546287,137.2543197141909,1.0029887749953923
777,568.6082379978578,43.44517912667393,1.0033971906646872
778,568.6082379978578,136.55482087332607,1.0033971906646872
779,567.697782611185,44.147026536024065,1.003800514054121
780,567.697782611185,135.85297346397593,1.003800514054121
781,566.8727772447505,44.85102273411227,1.0042009197443347
782,566.8727772447505,135.14897726588774,1.0042009197443347
783,566.1335954680569,45.55696412227518,1.0046062226910681
784,566.1335954680569,134.4430358777248,1.0046062226910681
785,565.480573840424,46.26464361421899,1.0050331463962727
786,565.480573840424,133.73535638578102,1.0050331463962727
787,564.9140111566478,46.973850982658504,1.0054598614433656
788,564.9140111566478,133.02614901734148,1.0054598614433656
789,564.4341677717464,47.684373219944945,1.0058936085738845
790,564.4341677717464,132.31562678005506,1.0058936085738845
791,564.0412650083034,48.395994911203125,1.0063301779342813
792,564.0412650083034,131.60400508879687,1.0063301779342813
793,563.7354846495324,49.1084986183955,1.0067526853011617
794,563.7354846495324,130.89150138160448,1.0067526853011617
795,563.5169685207462,49.8216652736378,1.0071370220158495
796,563.5169685207462,130.1783347263622,1.0071370220158495
797,563.3858181614734,50.535274580013414,1.0074837037054643
798,563.3858181614734,129.4647254199866,1.0074837037054643
799,563.3420945899804,51.249105418068815,1.0078154960081567
800,563.3420945899804,128.7508945819312,1.0078154960081567
801,563.3858181614735,51.96293625612422,1.0081588682218587
802,563.3858181614735,128.03706374387576,1.0081588682218587
803,563.5169685207462,52.67654556249981,1.0084840563771937
804,563.5169685207462,127.32345443750019,1.0084840563771937
805,563.7354846495324,53.38971221774212,1.008807328796235
806,563.7354846495324,126.61028778225787,1.008807328796235
807,564.0412650083035,54.1022159249345,1.0091299062409547
808,564.0412650083035,125.8977840750655,1.0091299062409547
809,564.4341677717464,54.81383761619268,1.009466101146095
810,564.4341677717464,125.18616238380733,1.009466101146095
811,564.9140111566478,55.52435985347911,1.0098104035237525
812,564.9140111566478,124.47564014652089,1.0098104035237525
813,565.4805738404239,56.23356722191865,1.0101448988209365
814,565.4805738404239,123.76643277808135,1.0101448988209365
815,566.1335954680569,56.94124671386246,1.0104761344455435
816,566.1335954680569,123.05875328613755,1.0104761344455435
817,566.8727772447505,57.647188102025346,1.0107832750940693
818,566.8727772447505,122.35281189797465,1.0107832750940693
819,567.6977826111851,58.35118430011358,1.0110813197182926
820,567.6977826111851,121.64881569988643,1.0110813197182926
821,568.6082379978578,59.05303170946371,1.0113847866458812
822,568.6082379978578,120.94696829053629,1.0113847866458812
823,569.6037336546289,59.75253055032853,1.0117177447376822
824,569.6037336546289,120.24746944967147,1.0117177447376822
825,570.6838245512578,60.44948517656843,1.0120389008048847
826,570.6838245512578,119.55051482343157,1.0120389008048847
827,571.8480313444305,61.1437043726394,1.012407370350527
828,571.8480313444305,118.8562956273606,1.012407370350527
829,573.0958414065168,61.83500163190539,1.0127884310070046
830,573.0958414065168,118.16499836809461,1.0127884310070046
831,574.4267099110892,62.523195415444974,1.0131633848190162
832,574.4267099110892,117.47680458455503,1.0131633848190162
833,575.8400609700635,63.208109390666415,1.0135169913870454
834,575.8400609700635,116.79189060933359,1.0135169913870454
835,577.3352888171888,63.88957264919116,1.0138384050375726
836,577.3352888171888,116.11042735080883,1.0138384050375726
837,578.9117590325316,64.5674199036108,1.0141354447045585
838,578.9117590325316,115.4325800963892,1.0141354447045585
839,580.5688098025465,65.24149166286495,1.0144253405075585
840,580.5688098025465,114.75850833713505,1.0144253405075585
841,582.3057532103247,65.91163438612801,1.0147577773970513
842,582.3057532103247,114.08836561387199,1.0147577773970513
843,584.1218765506343,66.577700615227,1.015121314650727
844,584.1218765506343,113.422299384773,1.015121314650727
845,586.0164436644401,67.2395490857414,1.015409073717526
846,586.0164436644401,112.7604509142586,1.015409073717526
847,587.988696287687,67.89704481705854,1.015716539249501
848,587.988696287687,112.10295518294146,1.015716539249501
849,590.037855409263,68.5500591817715,1.0160512934452415
850,590.037855409263,111.4499408182285,1.0160512934452415
851,592.163122633218,69.1984699549126,1.0163818246639627
852,592.163122633218,110.8015300450874,1.0163818246639627
853,594.3636815405004,69.84216134361101,1.0167100686007968
854,594.3636815405004,110.15783865638899,1.0167100686007968
855,596.6386990456818,70.48102399785094,1.0170586629823402
856,596.6386990456818,109.51897600214906,1.0170586629823402
857,598.9873267443666,71.11495500308246,1.017404048088835
858,598.9873267443666,108.88504499691754,1.017404048088835
859,601.4087022472272,71.74385785550464,1.0177330115633794
860,601.4087022472272,108.25614214449536,1.0177330115633794
861,603.9019504968652,72.367642420897,1.0180354827917957
862,603.9019504968652,107.632357579103,1.0180354827917957
863,606.4661850639613,72.98622487792204,1.0183056241259276
864,606.4661850639613,107.01377512207796,1.0183056241259276
865,609.1005094194588,73.5995276468587,1.0185520014458038
866,609.1005094194588,106.4004723531413,1.0185520014458038
867,611.8040181797977,74.20747930475432,1.0187922935235254
868,611.8040181797977,105.79252069524568,1.0187922935235254
869,614.575798322502,74.81001448800086,1.019070767129729
870,614.575798322502,105.18998551199914,1.019070767129729
871,617.4149303697051,75.40707378335195,1.0193622085845375
872,617.4149303697051,104.59292621664805,1.0193622085845375
873,620.320489537471,75.99860360839816,1.0196496228645269
874,620.320489537471,104.00139639160184,1.0196496228645269
875,623.2915468490487,76.5845560825143,1.0199290337040676
876,623.2915468490487,103.4154439174857,1.0199290337040676
877,626.3271702104618,77.16488888927856,1.020217664444902
878,626.3271702104618,102.83511111072144,1.020217664444902
879,629.4264254470909,77.7395651313466,1.0205235852880226
880,629.4264254470909,102.2604348686534,1.0205235852880226
881,632.5883773001622,78.30855317873879,1.020865709168257
882,632.5883773001622,101.69144682126121,1.020865709168257
883,635.8120903822881,78.87182651147123,1.0212170278625254
884,635.8120903822881,101.12817348852877,1.0212170278625254
885,639.0966300914364,79.42936355742732,1.0215617114143838
886,639.0966300914364,100.57063644257268,1.0215617114143838
887,642.4410634829145,79.98114752633151,1.0219147047941717
888,642.4410634829145,100.01885247366849,1.0219147047941717
889,645.8444600991625,80.5271662406467,1.0222646891065903
890,645.8444600991625,99.4728337593533,1.0222646891065903
891,649.3058927573287,81.06741196417549,1.022599822637544
892,649.3058927573287,98.93258803582451,1.022599822637544
893,652.8244382947818,81.60188122910255,1.0229094670703391
894,652.8244382947818,98.39811877089745,1.0229094670703391
895,656.3991782728674,82.13057466216969,1.0231979810468184
896,656.3991782728674,97.86942533783031,1.0231979810468184
897,660.0291996393693,82.65349681063104,1.0234676110260774
898,660.0291996393693,97.34650318936896,1.0234676110260774
899,663.7135953502608,83.17065596858883,1.0237643072494695
900,663.7135953502608,96.82934403141117,1.0237643072494695
901,667.4514649514568,83.68206400426529,1.0241362096278888
902,667.4514649514568,96.31793599573471,1.0241362096278888
903,671.2419151213776,84.1877361887203,1.0244550813856859
904,671.2419151213776,95.8122638112797,1.0244550813856859
905,675.0840601752317,84.68769102648046,1.0246568002915555
906,675.0840601752317,95.31230897351954,1.0246568002915555
907,678.977022532007,85.18195008850063,1.0247839766418416
908,678.977022532007,94.81804991149937,1.0247839766418416
909,682.9199331452231,85.67053784783768,1.0249548048544581
910,682.9199331452231,94.32946215216232,1.0249548048544581
911,686.9119318985622,86.15348151837456,1.0253735206233774
912,686.9119318985622,93.84651848162544,1.0253735206233774
913,690.9521679675421,86.6308108968934,1.025872924997218
914,690.9521679675421,93.3691891031066,1.025872924997218
915,695.0398001484308,87.10255820875955,1.0262972674073714
916,695.0398001484308,92.89744179124045,1.0262972674073714
917,699.1739971556348,87.56875795744132,1.0266335847181198
918,699.1739971556348,92.43124204255868,1.0266335847181198
919,703.3539378888107,88.029446778058,1.0269467124035878
920,703.3539378888107,91.970553221942,1.0269467124035878
921,707.5788116709679,88.48466329511508,1.0272529867604212
922,707.5788116709679,91.51533670488492,1.0272529867604212
923,711.8478184588287,88.93444798455751,1.027578576827452
924,711.8478184588287,91.06555201544249,1.027578576827452
925,716.1601690267204,89.37884304024207,1.0279805223310994
926,716.1601690267204,90.62115695975793,1.0279805223310994
927,720.5150851252598,89.81789224490605,1.0283321987635912
928,720.5150851252598,90.18210775509395,1.0283321987635912
929,724.9117996160861,90.25164084568316,1.0285294938053868
930,724.9117996160861,89.74835915431684,1.0285294938053868
931,729.3495565838768,90.68013543419822,1.0286956171243766
932,729.3495565838768,89.31986456580178,1.0286956171243766
933,733.8276114268632,91.10342383124944,1.0290308075715777
934,733.8276114268632,88.89657616875056,1.0290308075715777
935,738.3452309270409,91.5215549760708,1.0293560373896091
936,738.3452309270409,88.4784450239292,1.0293560373896091
937,742.901693301239,91.93457882014899,1.0296981312062594
938,742.901693301239,88.06542117985101,1.0296981312062594
939,747.4962882341848,92.34254622555584,1.0300602493545816
940,747.4962882341848,87.65745377444416,1.0300602493545816
941,752.1283168946715,92.74550886774215,1.0304136530551622
942,752.1283168946715,87.25449113225785,1.0304136530551622
943,756.797091935898,93.14351914272856,1.0307563759721792
944,756.797091935898,86.85648085727144,1.0307563759721792
945,761.5019374810186,93.53663007861786,1.0311290141090121
946,761.5019374810186,86.46336992138214,1.0311290141090121
947,766.2421890949041,93.92489525134407,1.031440111453397
948,766.2421890949041,86.07510474865593,1.031440111453397
949,771.0171937430766,94.30836870456594,1.03186873612841
950,771.0171937430766,85.69163129543406,1.03186873612841
951,775.8263097387455,94.6871048736062,1.0324139993063592
952,775.8263097387455,85.3128951263938,1.0324139993063592
953,780.6689066788323,95.06115851333148,1.0329568494592247
954,780.6689066788323,84.93884148666852,1.0329568494592247
955,785.5443653698368,95.43058462986404,1.0334020829039052
956,785.5443653698368,84.56941537013596,1.0334020829039052
957,790.4520777443554,95.79543841601206,1.0335877320218092
958,790.4520777443554,84.20456158398794,1.0335877320218092
959,795.3914467690294,96.15577519030337,1.0336100530766275
960,795.3914467690294,83.84422480969663,1.0336100530766275
961,800.3618863446607,96.51165033950427,1.0339124220884022
962,800.3618863446607,83.48834966049573,1.0339124220884022
963,805.3628211991971,96.86311926450459,1.0345071103387684
964,805.3628211991971,83.13688073549541,1.0345071103387684
965,810.3936867742547,97.21023732944923,1.0350241565114313
966,810.3936867742547,82.78976267055077,1.0350241565114313
967,815.4539291058082,97.55305981399587,1.0353991929554467
968,815.4539291058082,82.44694018600413,1.0353991929554467
969,820.5430046996469,97.8916418685796,1.0358768213979097
970,820.5430046996469,82.1083581314204,1.0358768213979097
971,825.6603804021613,98.22603847256515,1.0363853386578343
972,825.6603804021613,81.77396152743485,1.0363853386578343
973,830.8055332669921,98.55630439516955,1.0368493569029729
974,830.8055332669921,81.44369560483045,1.0368493569029729
975,835.9779504180437,98.88249415903874,1.0372128084827503
976,835.9779504180437,81.11750584096126,1.0372128084827503
977,841.1771289093325,99.20466200636422,1.0376313982929732
978,841.1771289093325,80.79533799363578,1.0376313982929732
979,846.4025755821132,99.52286186742724,1.0381849963989673
980,846.4025755821132,80.47713813257276,1.0381849963989673
1017,848.8062033676667,105.43411161328231,1.0396203909695803
1018,848.8062033676667,74.56588838671769,1.0396203909695803
1019,843.8231379451454,105.74700672612325,1.039119882659788
1020,843.8231379451454,74.25299327387675,1.039119882659788
1021,838.8666434054991,106.06358795402892,1.0383967133122618
1022,838.8666434054991,73.93641204597108,1.0383967133122618
1023,833.9371935199213,106.38389975090173,1.037535099987713
1024,833.9371935199213,73.61610024909827,1.037535099987713
1025,829.0352707116954,106.70798661594107,1.0368292322478891
1026,829.0352707116954,73.29201338405893,1.0368292322478891
1027,824.1613661551985,107.03589305779022,1.0362742560039486
1028,824.1613661551985,72.96410694220978,1.0362742560039486
1029,819.3159798711664,107.36766355643435,1.0357943969505434
1030,819.3159798711664,72.63233644356565,1.0357943969505434
1031,814.4996208178082,107.70334252276197,1.035298226286864
1032,814.4996208178082,72.29665747723803,1.035298226286864
1033,809.7128069773348,108.04297425570175,1.0346774408015236
1034,809.7128069773348,71.95702574429825,1.0346774408015236
1035,804.9560654374457,108.38660289684634,1.033929086268888
1036,804.9560654374457,71.61339710315366,1.033929086268888
1037,800.2299324672938,108.7342723824742,1.033134971632549
1038,800.2299324672938,71.2657276175258,1.033134971632549
1039,795.5349535874229,109.08602639288091,1.032444615531182
1040,795.5349535874229,70.91397360711909,1.032444615531182
1041,790.8716836331505,109.44190829893209,1.0318469973366071
1042,790.8716836331505,70.55809170106791,1.0318469973366071
1043,786.2406868108407,109.80196110575083,1.0312988999409878
1044,786.2406868108407,70.19803889424917,1.0312988999409878
1045,781.6425367464902,110.16622739345402,1.0307126254558012
1046,781.6425367464902,69.83377260654598,1.0307126254558012
1047,777.0778165260232,110.53474925485385,1.0301578254159902
1048,777.0778165260232,69.46525074514615,1.0301578254159902
1049,772.5471187266654,110.9075682300434,1.0295613729062907
1050,772.5471187266654,69.0924317699566,1.0295613729062907
1051,768.0510454387461,111.28472523778764,1.02890623087382
1052,768.0510454387461,68.71527476221236,1.02890623087382
1053,763.590208277245,111.66626050364572,1.028236726891152
1054,763.590208277245,68.33373949635428,1.028236726891152
1055,759.1652283823854,112.05221348475375,1.02762214478489
1056,759.1652283823854,67.94778651524625,1.02762214478489
1057,754.7767364085422,112.44262279120271,1.0270695187620809
1058,754.7767364085422,67.55737720879729,1.0270695187620809
1059,750.4253725007158,112.83752610395216,1.0265036908426772
1060,750.4253725007158,67.16247389604784,1.0265036908426772
1061,746.1117862577989,113.2369600892262,1.0259695331942151
1062,746.1117862577989,66.7630399107738,1.0259695331942151
1063,741.8366366818414,113.64096030934611,1.02551781132402
1064,741.8366366818414,66.35903969065389,1.02551781132402
1065,737.6005921124972,114.04956112996193,1.0250281798612393
1066,737.6005921124972,65.95043887003807,1.0250281798612393
1067,733.4043301458237,114.46279562365487,1.0244894223813266
1068,733.4043301458237,65.53720437634513,1.0244894223813266
1069,729.2485375365792,114.8806954698921,1.0238596095264232
1070,729.2485375365792,65.1193045301079,1.0238596095264232
1071,725.1339100831599,115.30329085132661,1.02317178520625
1072,725.1339100831599,64.69670914867339,1.02317178520625
1073,721.0611524942958,115.73061034644728,1.0226261791160378
1074,721.0611524942958,64.26938965355272,1.0226261791160378
1075,717.0309782366238,116.16268081859722,1.0221606881941994
1076,717.0309782366238,63.837319181402776,1.0221606881941994
1077,713.0441093622431,116.5995273013926,1.0217643177897053
1078,713.0441093622431,63.4004726986074,1.0217643177897053
1079,709.1012763153632,117.04117288058974,1.0213985541928847
1080,709.1012763153632,62.95882711941026,1.0213985541928847
1081,705.2032177171462,117.48763857246416,1.0210516697219674
1082,705.2032177171462,62.512361427535836,1.0210516697219674
1083,701.3506801278616,117.93894319878333,1.0207047322566214
1084,701.3506801278616,62.061056801216665,1.0207047322566214
1085,697.5444177854688,118.39510325847262,1.0203390244197759
1086,697.5444177854688,61.604896741527384,1.0203390244197759
1087,693.7851923197703,118.85613279609385,1.0199392435775831
1088,693.7851923197703,61.143867203906154,1.0199392435775831
1089,690.0737724412878,119.3220432672763,1.0194913109756993
1090,690.0737724412878,60.6779567327237,1.0194913109756993
1091,686.4109336040456,119.79284340126064,1.0189116660638937
1092,686.4109336040456,60.20715659873936,1.0189116660638937
1093,682.7974576414749,120.26853906073977,1.0183295335964424
1094,682.7974576414749,59.73146093926023,1.0183295335964424
1095,679.2341323746944,120.74913309920142,1.0177771458648772
1096,679.2341323746944,59.250866900798584,1.0177771458648772
1097,675.7217511924587,121.23462521600277,1.0172565112359788
1098,675.7217511924587,58.76537478399723,1.0172565112359788
1099,672.2611126021344,121.7250118094295,1.0167841006883114
1100,672.2611126021344,58.2749881905705,1.0167841006883114
1101,668.8530197511064,122.2202858280174,1.0163414609707462
1102,668.8530197511064,57.779714171982604,1.0163414609707462
1103,665.4982799180968,122.72043662043713,1.0159084252456771
1104,665.4982799180968,57.27956337956287,1.0159084252456771
1105,662.1977039739527,123.22544978426879,1.0154569352674327
1106,662.1977039739527,56.77455021573121,1.0154569352674327
1107,658.9521058115387,123.73530701401491,1.0149700067349674
1108,658.9521058115387,56.26469298598509,1.0149700067349674
1109,655.7623017444699,124.24998594872497,1.0144758276632295
1110,655.7623017444699,55.75001405127503,1.0144758276632295
1111,652.6291098745187,124.76946001962607,1.013997089064074
1112,652.6291098745187,55.23053998037393,1.013997089064074
1113,649.5533494276397,125.29369829817537,1.0135417904997452
1114,649.5533494276397,54.70630170182463,1.0135417904997452
1115,646.535840058679,125.8226653449699,1.0130982662180779
1116,646.535840058679,54.177334655030094,1.0130982662180779
1117,643.5774011249582,126.35632105996585,1.0126788808264138
1118,643.5774011249582,53.64367894003415,1.0126788808264138
1119,640.6788509290645,126.89462053447531,1.0122701451665472
1120,640.6788509290645,53.10537946552469,1.0122701451665472
1121,637.8410059313176,127.43751390542076,1.0118398577768184
1122,637.8410059313176,52.56248609457924,1.0118398577768184
1123,635.0646799325414,127.9849462123357,1.0113953626292633
1124,635.0646799325414,52.0150537876643,1.0113953626292633
1125,632.3506832279259,128.5368572576065,1.0109406230698146
1126,632.3506832279259,51.4631427423935,1.0109406230698146
1127,629.6998217329312,129.09318147045076,1.0104718393385006
1128,629.6998217329312,50.90681852954924,1.0104718393385006
1129,627.1128960823592,129.65384777512443,1.009985852900653
1130,627.1128960823592,50.34615222487557,1.009985852900653
1131,624.5907007038927,130.21877946384114,1.009498098948877
1132,624.5907007038927,49.781220536158855,1.009498098948877
1133,622.1340228675915,130.78789407487253,1.0090189553175133
1134,622.1340228675915,49.212105925127474,1.0090189553175133
1135,619.7436417130098,131.3611032762784,1.008551918905251
1136,619.7436417130098,48.63889672372159,1.008551918905251
1137,617.420327255794,131.93831275568715,1.008088620696757
1138,617.420327255794,48.06168724431285,1.008088620696757
1139,615.1648393758027,132.51942211651277,1.007627811502111
1140,615.1648393758027,47.48057788348723,1.007627811502111
1141,612.9779267889833,133.10432478095262,1.0071739987475765
1142,612.9779267889833,46.89567521904738,1.0071739987475765
1143,610.8603260054139,133.6929079000579,1.006728236732346
1144,610.8603260054139,46.30709209994211,1.006728236732346
1145,608.8127602761118,134.28505227111106,1.0062851662164927
1146,608.8127602761118,45.714947728888944,1.0062851662164927
1147,606.8359385313742,134.88063226247428,1.005827710419039
1148,606.8359385313742,45.11936773752572,1.005827710419039
1149,604.9305543135893,135.47951574599517,1.0053835305000831
1150,604.9305543135893,44.52048425400483,1.0053835305000831
1151,603.0972847076139,136.0815640369673,1.0049425359835187
1152,603.0972847076139,43.91843596303269,1.0049425359835187
1153,601.3367892719555,136.68663184154425,1.0044861470111093
1154,601.3367892719555,43.313368158455745,1.0044861470111093
1155,599.6497089741388,137.29456721139672,1.0040169714260045
1156,599.6497089741388,42.705432788603275,1.0040169714260045
1157,598.0366651337456,137.90521150528065,1.003535430452028
1158,598.0366651337456,42.09478849471935,1.003535430452028
1159,596.4982583767297,138.51839935705317,1.003041245858259
1160,596.4982583767297,41.48160064294683,1.003041245858259
1161,595.0350676046826,139.13395864953006,1.0025295965312004
1162,595.0350676046826,40.86604135046994,1.0025295965312004
1163,593.6476489827985,139.7517104934212,1.0019985883858318
1164,593.6476489827985,40.2482895065788,1.0019985883858318
1165,592.3365349503239,140.3714692104173,1.0014547473597066
1166,592.3365349503239,39.6285307895827,1.0014547473597066
1167,591.1022332572986,140.99304231931742,1.0009147522868553
1168,591.1022332572986,39.006957680682575,1.0009147522868553
1169,589.9452260313944,141.61623052390001,1.000404219068485
1170,589.9452260313944,38.383769476099985,1.000404219068485
1171,588.8659688786215,142.24082770103433,0.9999181243185347
1172,588.8659688786215,37.759172298965666,0.9999181243185347
1173,587.8648900216269,142.86662088731384,0.9994239140158132
1174,587.8648900216269,37.13337911268616,0.9994239140158132
1175,586.9423894792222,143.49339026226636,0.9989125369534542
1176,586.9423894792222,36.50660973773364,0.9989125369534542
1177,586.0988382906726,144.12090912595454,0.998385268761795
1178,586.0988382906726,35.87909087404546,0.998385268761795
1179,585.3345777881486,144.74894386852765,0.9978459479624449
1180,585.3345777881486,35.25105613147235,0.9978459479624449
1181,584.6499189205811,145.377253929022,0.9973004915924862
1182,584.6499189205811,34.622746070977996,0.9973004915924862
1183,584.0451416319728,146.00559174042948,0.9967524620503224
1184,584.0451416319728,33.99440825957052,0.9967524620503224
1185,583.5204942970194,146.63370265776578,0.9962050138204726
1186,583.5204942970194,33.36629734223422,0.9962050138204726
1187,583.0761932166515,147.26132486557108,0.9956700699901087
1188,583.0761932166515,32.73867513442892,0.9956700699901087
1189,582.712422175865,147.8881892609652,0.9951316217145745
1190,582.712422175865,32.11181073903481,0.9951316217145745
1191,582.4293320659275,148.5140193080616,0.994553181541004
1192,582.4293320659275,31.48598069193841,0.994553181541004
1193,582.2270405727639,149.13853085921994,0.9939470648137232
1194,582.2270405727639,30.86146914078006,0.9939470648137232
1195,582.1056319330132,149.7614319382867,0.9933351576865757
1196,582.1056319330132,30.238568061713295,0.9933351576865757
1197,582.0651567589354,150.38242248064643,0.9927275275004515
1198,582.0651567589354,29.617577519353574,0.9927275275004515
1199,582.1056319330132,151.00119402458287,0.9921087271346417
1200,582.1056319330132,28.998805975417127,0.9921087271346417
1201,582.2270405727639,151.61742934814214,0.9914812973189377
1202,582.2270405727639,28.38257065185786,0.9914812973189377
1203,582.4293320659275,152.23080204540832,0.9908480523777111
1204,582.4293320659275,27.769197954591675,0.9908480523777111
1205,582.712422175865,152.8409760358594,0.9902100743243043
1206,582.712422175865,27.1590239641406,0.9902100743243043
1207,583.0761932166515,153.4476050002919,0.989566532584589
1208,583.0761932166515,26.5523949997081,0.989566532584589
1209,583.5204942970194,154.05033173670762,0.9889163644360575
1210,583.5204942970194,25.94966826329238,0.9889163644360575
1211,584.0451416319728,154.6487874295848,0.9882609345772128
1212,584.0451416319728,25.351212570415214,0.9882609345772128
1213,584.6499189205812,155.24259082615123,0.9876049069787668
1214,584.6499189205812,24.75740917384877,0.9876049069787668
1215,585.3345777881486,155.8313473136963,0.9869491917206328
1216,585.3345777881486,24.168652686303687,0.9869491917206328
1217,586.0988382906726,156.41464789268016,0.9862946370192852
1218,586.0988382906726,23.585352107319835,0.9862946370192852
1219,586.9423894792222,156.9920680415115,0.9856424046779642
1220,586.9423894792222,23.007931958488513,0.9856424046779642
1221,587.8648900216268,157.56316647049056,0.984993815253309
1222,587.8648900216268,22.436833529509443,0.984993815253309
1223,588.8659688786215,158.12748376469884,0.9843468569216826
1224,588.8659688786215,21.872516235301163,0.9843468569216826
1225,589.9452260313943,158.68454091873687,0.9836774440918813
1226,589.9452260313943,21.31545908126313,0.9836774440918813
1227,591.1022332572986,159.2338377703858,0.9829896014741741
1228,591.1022332572986,20.766162229614196,0.9829896014741741
1229,592.3365349503238,159.7748513457524,0.982295745286053
1230,592.3365349503238,20.22514865424759,0.982295745286053
1231,593.6476489827985,160.3070341355435,0.9816035930488681
1232,593.6476489827985,19.69296586445651,0.9816035930488681
1233,595.0350676046826,160.82981233114302,0.9809139741771861
1234,595.0350676046826,19.170187668856983,0.9809139741771861
1235,596.4982583767297,161.34258406048372,0.9802273982244503
1236,596.4982583767297,18.657415939516284,0.9802273982244503
1237,598.0366651337456,161.84471767768434,0.9795443742086705
1238,598.0366651337456,18.155282322315657,0.9795443742086705
1239,599.6497089741387,162.33555017738533,0.9788648130517709
1240,599.6497089741387,17.66444982261467,0.9788648130517709
1241,601.3367892719556,162.81438582490384,0.9781885561662761
1242,601.3367892719556,17.185614175096163,0.9781885561662761
1243,603.0972847076138,163.28049511679882,0.9775165970231623
1244,603.0972847076138,16.719504883201182,0.9775165970231623
1245,604.9305543135894,163.7331142129495,0.9768428499388581
1246,604.9305543135894,16.266885787050512,0.9768428499388581
1247,606.8359385313742,164.17144501010912,0.976167690851377
1248,606.8359385313742,15.828554989890876,0.976167690851377
1249,608.8127602761118,164.5946560567401,0.9754921230068795
1250,608.8127602761118,15.405343943259908,0.9754921230068795
1251,610.8603260054138,165.00188453751883,0.974815408854385
1252,610.8603260054138,14.998115462481167,0.974815408854385
1253,612.9779267889833,165.39223957986002,0.9741366010488335
1254,612.9779267889833,14.607760420139982,0.9741366010488335
1255,615.1648393758027,165.7648071494832,0.9734545062010261
1256,615.1648393758027,14.235192850516796,0.9734545062010261
1257,617.4203272557938,166.11865680141707,0.9727640902074374
1258,617.4203272557938,13.881343198582925,0.9727640902074374
1259,619.7436417130098,166.4528505297415,0.9720331347091179
1260,619.7436417130098,13.54714947025849,0.9720331347091179
1261,622.1340228675914,166.76645390604463,0.97124050661511
1262,622.1340228675914,13.233546093955368,0.97124050661511
1263,624.5907007038927,167.05854960577744,0.9704570356329346
1264,624.5907007038927,12.941450394222556,0.9704570356329346
1265,627.1128960823592,167.328253288352,0.9697192999960218
1266,627.1128960823592,12.671746711648012,0.9697192999960218
1267,629.6998217329312,167.57473162025855,0.9690295524854255
1268,629.6998217329312,12.425268379741453,0.9690295524854255
1269,632.3506832279257,167.7972220167717,0.9683175525441251
1270,632.3506832279257,12.202777983228287,0.9683175525441251
1271,635.0646799325411,167.99505344194438,0.9675996632842722
1272,635.0646799325411,12.004946558055622,0.9675996632842722
1273,637.8410059313175,168.16766737319705,0.9668975681591312
1274,637.8410059313175,11.832332626802952,0.9668975681591312
1275,640.6788509290645,168.314637838996,0.9661908629043775
1276,640.6788509290645,11.685362161004008,0.9661908629043775
1277,643.5774011249582,168.4356893132455,0.9654384842213473
1278,643.5774011249582,11.56431068675451,0.9654384842213473
1279,646.5358400586788,168.5307112329264,0.964729491439741
1280,646.5358400586788,11.469288767073607,0.964729491439741
