,radius,theta,phi,value
144,571.1385599535181,128.46721716209322,0.0,1.008520386429061
145,571.840589181913,56.957876997948865,0.0,1.010504565266956
146,571.840589181913,123.04212300205114,0.0,1.010504565266956
147,577.6303954487978,62.32182017864906,0.0,1.0136542750923336
148,577.6303954487978,117.67817982135094,0.0,1.0136542750923336
149,588.3577972603317,67.53475623185743,0.0,1.0153387192447494
150,588.3577972603317,112.46524376814257,0.0,1.0153387192447494
151,603.7596632667693,72.52150450657969,0.0,1.0174775141843255
152,603.7596632667693,107.47849549342031,0.0,1.0174775141843255
153,623.4896742683508,77.22661124165491,0.0,1.0189588597538024
154,623.4896742683508,102.77338875834509,0.0,1.0189588597538024
155,647.1520890724089,81.61559327171751,0.0,1.0202332002410166
156,647.1520890724089,98.38440672828249,0.0,1.0202332002410166
157,674.3330693378388,85.67307759946338,0.0,1.0229079605523255
158,674.3330693378388,94.32692240053662,0.0,1.0229079605523255
159,704.6255459140518,89.39912113762837,0.0,1.0249769718392943
160,704.6255459140518,90.60087886237163,0.0,1.0249769718392943
161,737.6462845070384,92.80495813113673,0.0,1.025706986122812
162,737.6462845070384,87.19504186886327,0.0,1.025706986122812
163,773.0457500560235,95.90904398069787,0.0,1.0270797456887817
164,773.0457500560235,84.09095601930213,0.0,1.0270797456887817
165,810.5123267739975,98.73383120935641,0.0,1.028494355036563
166,810.5123267739975,81.26616879064359,0.0,1.028494355036563
167,849.7726411021933,101.30338569808843,0.0,1.0308677522774838
168,849.7726411021933,78.69661430191157,0.0,1.0308677522774838
169,830.1998817492761,104.82070077001585,0.4940381912732848,1.028366441804487
170,830.1998817492761,75.17929922998415,0.4940381912732848,1.028366441804487
171,791.9612997752153,107.36898205161788,1.0492099494000748,1.0267853444449786
172,791.9612997752153,72.63101794838212,1.0492099494000748,1.0267853444449786
173,755.5213895419563,110.16751609222177,1.6774842175441012,1.0247971381420315
174,755.5213895419563,69.83248390777823,1.6774842175441012,1.0247971381420315
175,721.1528636827237,113.23841579560364,2.3941313206185497,1.0213491419086946
176,721.1528636827237,66.76158420439636,2.3941313206185497,1.0213491419086946
177,689.1656902144803,116.6013992575965,3.218927372296517,1.0181890321129132
178,689.1656902144803,63.3986007424035,3.218927372296517,1.0181890321129132
179,659.9062489236128,120.27113062574215,4.177916938548257,1.015916035425939
180,659.9062489236128,59.728869374257854,4.177916938548257,1.015916035425939
181,633.7524589275289,124.25364847038307,5.306053298365518,1.0133485472877752
182,633.7524589275289,55.74635152961693,5.306053298365518,1.0133485472877752
183,611.1031942753773,128.54197140609597,6.651255594641503,1.0096775743477524
184,611.1031942753773,51.45802859390403,6.651255594641503,1.0096775743477524
185,592.3605843901782,133.11126440822818,8.280819736974358,1.007076541044518
186,592.3605843901782,46.88873559177182,8.280819736974358,1.007076541044518
187,577.9048562291215,137.9142863146546,10.291856611074968,1.0042228659486985
188,577.9048562291215,42.08571368534541,10.291856611074968,1.0042228659486985
189,568.0633739257914,142.8779965365167,12.828819342474857,1.0004680372153478
190,568.0633739257914,37.12200346348331,12.828819342474857,1.0004680372153478
191,563.0781329152551,147.9017843235825,16.113781270328978,0.9970778478512751
192,563.0781329152551,32.09821567641751,16.113781270328978,0.9970778478512751
193,563.078132915255,152.8563282955011,20.499641248523353,0.993877880644615
194,563.078132915255,27.1436717044989,20.499641248523353,0.993877880644615
195,568.0633739257914,157.57923755776412,26.561767875523877,0.9906325275163304
196,568.0633739257914,22.420762442235883,26.561767875523877,0.9906325275163304
197,577.9048562291216,161.8595662248158,35.23375711290085,0.9863955592844321
198,577.9048562291216,18.140433775184192,35.23375711290085,0.9863955592844321
199,592.3605843901781,165.40253454969763,47.873515741729996,0.9821969581950537
200,592.3605843901781,14.597465450302366,47.873515741729996,0.9821969581950537
201,611.1031942753773,167.79820610654525,65.62159477925579,0.9791163296906391
202,611.1031942753773,12.201793893454749,65.62159477925579,0.9791163296906391
203,633.752458927529,168.64914721402255,87.01985276522186,0.9760826324909282
204,633.752458927529,11.350852785977452,87.01985276522186,0.9760826324909282
205,659.9062489236128,167.9705254536096,107.05724147485421,0.9743751951332948
206,659.9062489236128,12.02947454639039,107.05724147485421,0.9743751951332948
207,689.1656902144805,166.27029472759227,122.20349773044657,0.9749149886371998
208,689.1656902144805,13.729705272407728,122.20349773044657,0.9749149886371998
209,721.1528636827237,164.09120568894653,132.67769221282285,0.9757751375002337
210,721.1528636827237,15.90879431105347,132.67769221282285,0.9757751375002337
211,755.5213895419565,161.76761894763976,139.9043234201277,0.9795127075990022
212,755.5213895419565,18.23238105236024,139.9043234201277,0.9795127075990022
213,791.9612997752155,159.46721196916783,145.04025663605762,0.9839877142047733
214,791.9612997752155,20.532788030832165,145.04025663605762,0.9839877142047733
215,830.1998817492763,157.26726535723438,148.82214945066298,0.988610090250277
216,830.1998817492763,22.73273464276562,148.82214945066298,0.988610090250277
217,803.3957144343541,154.02172094134744,151.838890300412,0.9922300927257905
218,803.3957144343541,25.97827905865256,151.838890300412,0.9922300927257905
219,753.7005697505377,153.00157036610796,151.94998987429219,0.9940258960839801
220,753.7005697505377,26.998429633892044,151.94998987429219,0.9940258960839801
221,704.278676818112,151.83773107558892,152.06761144309186,0.9948759533183892
222,704.278676818112,28.16226892441108,152.06761144309186,0.9948759533183892
223,655.1918736573608,150.498763151001,152.19234558978442,0.9959864985282908
224,655.1918736573608,29.501236848999014,152.19234558978442,0.9959864985282908
225,606.5215238556681,148.94380183954524,152.32485627754582,0.9973633713279055
226,606.5215238556681,31.056198160454755,152.32485627754582,0.9973633713279055
227,558.3765372948139,147.11898906464447,152.46589258728238,0.9985223989457336
228,558.3765372948139,32.88101093535553,152.46589258728238,0.9985223989457336
229,510.9054578002458,144.9523275685936,152.61630277730924,0.9991233326696121
230,510.9054578002458,35.0476724314064,152.61630277730924,0.9991233326696121
231,464.31503004576246,142.34624528140063,152.77705121807026,1.0005263491230465
232,464.31503004576246,37.65375471859937,152.77705121807026,1.0005263491230465
233,418.89919831661456,139.16697344425114,152.9492389101251,1.0010334368956273
234,418.89919831661456,40.83302655574886,152.9492389101251,1.0010334368956273
235,375.0848710382679,135.22998924783957,153.134128499683,1.0016068504278204
236,375.0848710382679,44.77001075216043,153.134128499683,1.0016068504278204
237,333.50384333748286,130.282302713429,153.33317498178914,1.0022945091146307
238,333.50384333748286,49.717697286570996,153.33317498178914,1.0022945091146307
239,295.10167310189405,123.98836075925949,153.5480636540442,1.00308954138339
240,295.10167310189405,56.01163924074051,153.5480636540442,1.00308954138339
241,261.2837773796692,115.94403147992796,153.78075739270182,1.0024801310199256
242,261.2837773796692,64.05596852007204,153.78075739270182,1.0024801310199256
243,234.04584611487246,105.78079455755793,154.0335560255316,1.0028420275018823
244,234.04584611487246,74.21920544244207,154.0335560255316,1.0028420275018823
245,215.89287795814656,93.4498499057667,154.30917155696562,1.0037444855115552
246,215.89287795814656,86.5501500942333,154.30917155696562,1.0037444855115552
247,209.20335162244015,79.62708929313989,154.6108243885036,1.0030591299494325
248,209.20335162244015,100.37291070686011,154.6108243885036,1.0030591299494325
249,215.04971707644748,65.74935949230272,154.94236766600022,1.0016577909107554
250,215.04971707644748,114.25064050769728,154.94236766600022,1.0016577909107554
251,232.4881721869835,53.28597272347808,155.30844977739903,1.0014458922600684
252,232.4881721869835,126.71402727652192,155.30844977739903,1.0014458922600684
253,259.18941048317424,42.97194897033353,155.7147292963156,0.9998498795582599
254,259.18941048317424,137.02805102966647,155.7147292963156,0.9998498795582599
255,292.6287438273501,34.79552718771013,156.1681630846754,0.9988707728377535
256,292.6287438273501,145.20447281228988,156.1681630846754,0.9988707728377535
257,330.7688676839418,28.398623298704525,156.6773980877979,0.9975168592659043
258,330.7688676839418,151.60137670129546,156.6773980877979,0.9975168592659043
259,372.1673505984208,23.37475974302248,157.25331268366017,0.9963728536859275
260,372.1673505984208,156.62524025697752,157.25331268366017,0.9963728536859275
261,415.85221026413353,19.3828187145258,157.9097778972356,0.9935238870416314
262,415.85221026413353,160.6171812854742,157.9097778972356,0.9935238870416314
263,461.1741705898855,16.16468005289722,158.66474871589253,0.991594062203523
264,461.1741705898855,163.8353199471028,158.66474871589253,0.991594062203523
265,507.6949885162933,13.531974332589991,159.54186262550027,0.9877084955870503
266,507.6949885162933,166.46802566741002,159.54186262550027,0.9877084955870503
267,555.1133379927352,11.348313866598833,160.57283767137406,0.9839188496222693
268,555.1133379927352,168.65168613340117,160.57283767137406,0.9839188496222693
269,603.2175938895516,9.514503795952127,161.8011666782473,0.9774471770525733
270,603.2175938895516,170.48549620404788,161.8011666782473,0.9774471770525733
271,651.8559227666418,7.957736109306481,163.28797819680676,0.972180774739041
272,651.8559227666418,172.0422638906935,163.28797819680676,0.972180774739041
273,700.9171516103647,6.624077385117371,165.12164084868314,0.9606326925841125
274,700.9171516103647,173.37592261488263,165.12164084868314,0.9606326925841125
275,733.8177257471167,5.838639459388182,166.5993815204549,0.9529115550651139
276,733.8177257471167,174.1613605406118,166.5993815204549,0.9529115550651139
277,766.8495887582401,5.125094166527981,168.34363102577674,0.9433491549715094
278,766.8495887582401,174.874905833472,168.34363102577674,0.9433491549715094
