,radius,theta,phi,value
134,640.2963172775975,153.43962690372905,0.0,0.9944066117896195
135,617.6712159296422,31.038315028432184,0.0,0.9989176552134594
136,617.6712159296422,148.96168497156782,0.0,0.9989176552134594
137,599.0900580021585,35.82495138189244,0.0,1.003799761121569
138,599.0900580021585,144.17504861810755,0.0,1.003799761121569
139,584.938350380905,40.88012415919736,0.0,1.0070733245928747
140,584.938350380905,139.11987584080265,0.0,1.0070733245928747
141,575.5429257978221,46.142690728330145,0.0,1.0112151401712008
142,575.5429257978221,133.85730927166986,0.0,1.0112151401712008
143,571.1385599535181,51.53278283790677,0.0,1.0146584290773344
144,571.1385599535181,128.46721716209322,0.0,1.0146584290773344
145,571.840589181913,56.957876997948865,0.0,1.0168349351405939
146,571.840589181913,123.04212300205114,0.0,1.0168349351405939
147,577.6303954487978,62.32182017864906,0.0,1.020018765310831
148,577.6303954487978,117.67817982135094,0.0,1.020018765310831
149,588.3577972603317,67.53475623185743,0.0,1.022166374205541
150,588.3577972603317,112.46524376814257,0.0,1.022166374205541
151,603.7596632667693,72.52150450657969,0.0,1.0239158147546659
152,603.7596632667693,107.47849549342031,0.0,1.0239158147546659
153,623.4896742683508,77.22661124165491,0.0,1.0250291870876946
154,623.4896742683508,102.77338875834509,0.0,1.0250291870876946
155,647.1520890724089,81.61559327171751,0.0,1.0257743046065049
156,647.1520890724089,98.38440672828249,0.0,1.0257743046065049
157,674.3330693378388,85.67307759946338,0.0,1.0267058182741906
158,674.3330693378388,94.32692240053662,0.0,1.0267058182741906
159,704.6255459140518,89.39912113762837,0.0,1.027326234824982
160,704.6255459140518,90.60087886237163,0.0,1.027326234824982
161,737.6462845070384,92.80495813113673,0.0,1.0269033508526761
162,737.6462845070384,87.19504186886327,0.0,1.0269033508526761
163,773.0457500560235,95.90904398069787,0.0,1.0284810080805245
164,773.0457500560235,84.09095601930213,0.0,1.0284810080805245
165,810.5123267739975,98.73383120935641,0.0,1.0291935879572398
166,810.5123267739975,81.26616879064359,0.0,1.0291935879572398
167,849.7726411021933,101.30338569808843,0.0,1.0305458007577015
168,849.7726411021933,78.69661430191157,0.0,1.0305458007577015
169,830.1998817492761,104.82070077001585,0.4940381912732848,1.0294035490957778
170,830.1998817492761,75.17929922998415,0.4940381912732848,1.0294035490957778
171,791.9612997752153,107.36898205161788,1.0492099494000748,1.0289895619373655
172,791.9612997752153,72.63101794838212,1.0492099494000748,1.0289895619373655
173,755.5213895419563,110.16751609222177,1.6774842175441012,1.026804865322308
174,755.5213895419563,69.83248390777823,1.6774842175441012,1.026804865322308
175,721.1528636827237,113.23841579560364,2.3941313206185497,1.0240077025434844
176,721.1528636827237,66.76158420439636,2.3941313206185497,1.0240077025434844
177,689.1656902144803,116.6013992575965,3.218927372296517,1.0207906688574717
178,689.1656902144803,63.3986007424035,3.218927372296517,1.0207906688574717
179,659.9062489236128,120.27113062574215,4.177916938548257,1.0192382952593695
180,659.9062489236128,59.728869374257854,4.177916938548257,1.0192382952593695
181,633.7524589275289,124.25364847038307,5.306053298365518,1.0162684311932506
182,633.7524589275289,55.74635152961693,5.306053298365518,1.0162684311932506
183,611.1031942753773,128.54197140609597,6.651255594641503,1.0131240600087317
184,611.1031942753773,51.45802859390403,6.651255594641503,1.0131240600087317
185,592.3605843901782,133.11126440822818,8.280819736974358,1.0104104773145934
186,592.3605843901782,46.88873559177182,8.280819736974358,1.0104104773145934
187,577.9048562291215,137.9142863146546,10.291856611074968,1.0071444671930758
188,577.9048562291215,42.08571368534541,10.291856611074968,1.0071444671930758
189,568.0633739257914,142.8779965365167,12.828819342474857,1.003445216621181
190,568.0633739257914,37.12200346348331,12.828819342474857,1.003445216621181
191,563.0781329152551,147.9017843235825,16.113781270328978,0.9998128678149459
192,563.0781329152551,32.09821567641751,16.113781270328978,0.9998128678149459
193,563.078132915255,152.8563282955011,20.499641248523353,0.9963470239923017
194,563.078132915255,27.1436717044989,20.499641248523353,0.9963470239923017
195,568.0633739257914,157.57923755776412,26.561767875523877,0.9926818485042129
196,568.0633739257914,22.420762442235883,26.561767875523877,0.9926818485042129
197,577.9048562291216,161.8595662248158,35.23375711290085,0.9885901719817642
198,577.9048562291216,18.140433775184192,35.23375711290085,0.9885901719817642
199,592.3605843901781,165.40253454969763,47.873515741729996,0.9845593583236194
200,592.3605843901781,14.597465450302366,47.873515741729996,0.9845593583236194
201,611.1031942753773,167.79820610654525,65.62159477925579,0.9817316225437586
202,611.1031942753773,12.201793893454749,65.62159477925579,0.9817316225437586
203,633.752458927529,168.64914721402255,87.01985276522186,0.9795200398649202
204,633.752458927529,11.350852785977452,87.01985276522186,0.9795200398649202
205,659.9062489236128,167.9705254536096,107.05724147485421,0.9793292703402119
206,659.9062489236128,12.02947454639039,107.05724147485421,0.9793292703402119
207,689.1656902144805,166.27029472759227,122.20349773044657,0.9810602990961436
208,689.1656902144805,13.729705272407728,122.20349773044657,0.9810602990961436
209,721.1528636827237,164.09120568894653,132.67769221282285,0.9831506939119081
210,721.1528636827237,15.90879431105347,132.67769221282285,0.9831506939119081
211,755.5213895419565,161.76761894763976,139.9043234201277,0.988286256099368
212,755.5213895419565,18.23238105236024,139.9043234201277,0.988286256099368
213,791.9612997752155,159.46721196916783,145.04025663605762,0.9930648870990233
214,791.9612997752155,20.532788030832165,145.04025663605762,0.9930648870990233
215,830.1998817492763,157.26726535723438,148.82214945066298,0.9988150184526835
216,830.1998817492763,22.73273464276562,148.82214945066298,0.9988150184526835
217,803.3957144343541,154.02172094134744,151.838890300412,1.0005985742148913
218,803.3957144343541,25.97827905865256,151.838890300412,1.0005985742148913
219,753.7005697505377,153.00157036610796,151.94998987429219,1.0009050257302867
220,753.7005697505377,26.998429633892044,151.94998987429219,1.0009050257302867
221,704.278676818112,151.83773107558892,152.06761144309186,1.0008846883574087
222,704.278676818112,28.16226892441108,152.06761144309186,1.0008846883574087
223,655.1918736573608,150.498763151001,152.19234558978442,1.0014360214230376
224,655.1918736573608,29.501236848999014,152.19234558978442,1.0014360214230376
225,606.5215238556681,148.94380183954524,152.32485627754582,1.0015228073984677
226,606.5215238556681,31.056198160454755,152.32485627754582,1.0015228073984677
227,558.3765372948139,147.11898906464447,152.46589258728238,1.0018308897395543
228,558.3765372948139,32.88101093535553,152.46589258728238,1.0018308897395543
229,510.9054578002458,144.9523275685936,152.61630277730924,1.001539901246723
230,510.9054578002458,35.0476724314064,152.61630277730924,1.001539901246723
231,464.31503004576246,142.34624528140063,152.77705121807026,1.0024714735932088
232,464.31503004576246,37.65375471859937,152.77705121807026,1.0024714735932088
233,418.89919831661456,139.16697344425114,152.9492389101251,1.0022544872821346
234,418.89919831661456,40.83302655574886,152.9492389101251,1.0022544872821346
235,375.0848710382679,135.22998924783957,153.134128499683,1.0022742130988291
236,375.0848710382679,44.77001075216043,153.134128499683,1.0022742130988291
237,333.50384333748286,130.282302713429,153.33317498178914,1.0027171140077566
238,333.50384333748286,49.717697286570996,153.33317498178914,1.0027171140077566
239,295.10167310189405,123.98836075925949,153.5480636540442,1.0032806658168651
240,295.10167310189405,56.01163924074051,153.5480636540442,1.0032806658168651
241,261.2837773796692,115.94403147992796,153.78075739270182,1.0024802182708297
242,261.2837773796692,64.05596852007204,153.78075739270182,1.0024802182708297
243,234.04584611487246,105.78079455755793,154.0335560255316,1.002343514607847
244,234.04584611487246,74.21920544244207,154.0335560255316,1.002343514607847
245,215.89287795814656,93.4498499057667,154.30917155696562,1.0030152784496285
246,215.89287795814656,86.5501500942333,154.30917155696562,1.0030152784496285
247,209.20335162244015,79.62708929313989,154.6108243885036,1.0024238887173416
248,209.20335162244015,100.37291070686011,154.6108243885036,1.0024238887173416
249,215.04971707644748,65.74935949230272,154.94236766600022,1.0009034981211404
250,215.04971707644748,114.25064050769728,154.94236766600022,1.0009034981211404
251,232.4881721869835,53.28597272347808,155.30844977739903,1.0004069921775558
252,232.4881721869835,126.71402727652192,155.30844977739903,1.0004069921775558
253,259.18941048317424,42.97194897033353,155.7147292963156,0.9989210764029488
254,259.18941048317424,137.02805102966647,155.7147292963156,0.9989210764029488
255,292.6287438273501,34.79552718771013,156.1681630846754,0.9980186942250201
256,292.6287438273501,145.20447281228988,156.1681630846754,0.9980186942250201
257,330.7688676839418,28.398623298704525,156.6773980877979,0.9967960458905503
258,330.7688676839418,151.60137670129546,156.6773980877979,0.9967960458905503
259,372.1673505984208,23.37475974302248,157.25331268366017,0.9955604947455734
260,372.1673505984208,156.62524025697752,157.25331268366017,0.9955604947455734
261,415.85221026413353,19.3828187145258,157.9097778972356,0.9927697652941957
262,415.85221026413353,160.6171812854742,157.9097778972356,0.9927697652941957
263,461.1741705898855,16.16468005289722,158.66474871589253,0.9909929307930402
264,461.1741705898855,163.8353199471028,158.66474871589253,0.9909929307930402
265,507.6949885162933,13.531974332589991,159.54186262550027,0.9870810579072764
266,507.6949885162933,166.46802566741002,159.54186262550027,0.9870810579072764
267,555.1133379927352,11.348313866598833,160.57283767137406,0.9839618118584623
268,555.1133379927352,168.65168613340117,160.57283767137406,0.9839618118584623
269,603.2175938895516,9.514503795952127,161.8011666782473,0.9774917133643829
270,603.2175938895516,170.48549620404788,161.8011666782473,0.9774917133643829
271,651.8559227666418,7.957736109306481,163.28797819680676,0.9724120158405458
272,651.8559227666418,172.0422638906935,163.28797819680676,0.9724120158405458
273,700.9171516103647,6.624077385117371,165.12164084868314,0.9611013310441534
274,700.9171516103647,173.37592261488263,165.12164084868314,0.9611013310441534
275,733.8177257471167,5.838639459388182,166.5993815204549,0.9530842762006773
276,733.8177257471167,174.1613605406118,166.5993815204549,0.9530842762006773
277,766.8495887582401,5.125094166527981,168.34363102577674,0.943321608378576
278,766.8495887582401,174.874905833472,168.34363102577674,0.943321608378576
