,radius,theta,value
39,643.0092328370114,27.824882213837157,0.9908934239988199
40,592.4083443998878,29.2590347061049,0.9925512814198011
41,542.2477468356495,30.959756242033507,0.9943637586675313
42,492.6619437452115,33.0049469705034,0.9958840032968569
43,443.84362349146113,35.50383644796517,0.9974662582462961
44,396.07667546322176,38.61263241197122,0.9988109848304045
45,349.792085403194,42.55849960249964,0.9998563187417668
46,305.6639864429256,47.674273066311486,1.0008166750106433
47,264.77281136550863,54.43946776144976,1.0011093280921308
48,228.86024141680446,63.49164096398569,1.0015872137698054
49,200.61799021291537,75.47613235174431,1.0018556865532826
50,183.62011144079347,90.47540316318769,1.0015450122341167
51,181.06162510796696,107.13950359830544,1.0013376213464298
52,193.51609307934865,122.92853525272818,1.0007356843394386
53,218.43040975880828,135.96353468298236,0.999707505651258
54,252.13767859416652,145.93205633302716,0.9985803594759995
55,291.6044812053789,153.38248077656831,0.9965746989670976
56,334.8001454360641,158.9865204228681,0.9946572910629359
57,380.4567002192362,163.27895624002605,0.9918457142735606
58,427.7869370751735,166.63713866423174,0.9885360523417752
59,476.2921642808705,169.31905980960357,0.9844642593559176
60,525.6472081266118,171.50141570031076,0.9791456510903094
61,575.6335192637725,173.30700846346667,0.9716502571070695
62,626.099919359074,174.8228342741362,0.9611840457009955
63,659.9565593014734,175.7041981133544,0.9508768511834557
64,693.9541050713773,176.49937718430348,0.937964999128021
65,728.072818035786,177.22015761412013,0.9196056083221047
66,762.2964288362515,177.87631479857419,0.8922685445916916
67,796.6114178865444,178.47601558113053,0.8523527370600452
68,831.0064653386861,179.02612976277152,0.7933042448385936
69,0.0,0.0,0.9999992197559433
70,0.0,3.6,0.9999992078449211
71,0.0,7.2,0.9999992118678678
72,0.0,10.8,0.9999992263288806
73,0.0,14.4,0.9999992451058415
74,0.0,18.0,0.9999992620766323
75,0.0,21.6,0.9999992972934955
76,0.0,25.2,0.9999993301419879
77,0.0,28.8,0.999999411089614
78,0.0,32.4,0.999999507921234
79,0.0,36.0,0.999999621684527
80,0.0,39.6,0.9999995928072855
81,0.0,43.2,0.9999996246264382
82,0.0,46.8,0.9999997089248993
83,0.0,50.4,0.9999997132102845
84,0.0,54.0,0.9999998239627732
85,0.0,57.6,0.999999952759737
86,0.0,61.2,1.0000000399375049
87,0.0,64.8,1.000000125206275
88,0.0,68.4,1.0000001564200207
89,0.0,72.0,1.0000002943709527
90,0.0,75.6,1.0000004521290526
91,0.0,79.2,1.0000003203476826
92,0.0,82.8,1.0000003056528017
93,0.0,86.4,1.000000390994368
94,0.0,90.0,1.0000003249898197
95,0.0,93.6,1.000000390994368
96,0.0,97.2,1.0000003056528017
97,0.0,100.8,1.0000003203476826
98,0.0,104.4,1.0000004521290526
99,0.0,108.0,1.0000002943709527
100,0.0,111.6,1.0000001564200207
101,0.0,115.2,1.000000125206275
102,0.0,118.8,1.0000000399375049
103,0.0,122.4,0.999999952759737
104,0.0,126.0,0.9999998239627732
105,0.0,129.6,0.9999997132102842
106,0.0,133.2,0.9999997089248993
107,0.0,136.8,0.9999996246264382
108,0.0,140.4,0.9999995928072856
109,0.0,144.0,0.999999621684527
110,0.0,147.6,0.999999507921234
111,0.0,151.2,0.999999411089614
112,0.0,154.8,0.9999993301419878
113,0.0,158.4,0.9999992972934955
114,0.0,162.0,0.9999992620766323
115,0.0,165.6,0.9999992451058415
116,0.0,169.2,0.9999992263288807
117,0.0,172.8,0.9999992118678678
118,0.0,176.4,0.9999992078449211
119,0.0,180.0,0.9999992197559434
120,100.0,180.0,0.9990984055611425
121,200.0,180.0,0.9972549697745468
122,300.0,180.0,0.9939879531659825
123,400.0,180.0,0.9884694162302221
124,500.0,180.0,0.9785640809394252
125,550.0,180.0,0.9720459455880914
126,600.0,180.0,0.9620126763438912
127,650.0,180.0,0.9482796012350263
128,700.0,180.0,0.9269692698690561
129,750.0,180.0,0.8933915600121636
130,800.0,180.0,0.8366756145990538
131,850.0,180.0,0.7378576579714188
132,100.0,0.0,0.9990984055611426
133,200.0,0.0,0.997254969774547
134,300.0,0.0,0.9939879531659825
135,400.0,0.0,0.9884694162302226
136,500.0,0.0,0.9785640809394254
137,550.0,0.0,0.9720459455880919
138,600.0,0.0,0.9620126763438913
139,650.0,0.0,0.9482796012350264
140,700.0,0.0,0.9269692698690563
141,750.0,0.0,0.8933915600121636
142,800.0,0.0,0.8366756145990539
143,850.0,0.0,0.7378576579714189
144,849.2782924095441,8.859671498317734,0.8720263783162128
145,841.3669597067163,10.8473040069526,0.9034873923690057
146,834.4866487000149,12.87018269640692,0.925692967737656
147,828.6630412148521,14.924086561262342,0.9473201154631459
148,823.9185444791977,17.00434661450002,0.9631273297308016
149,820.2718836107931,19.105896660534228,0.9746977016148561
150,816.891286469123,22.286259481246113,0.9861487714643745
151,816.1499142536786,26.01614146628869,0.9947394449326006
152,818.8649975648552,29.737020638083482,1.0013874947109196
153,825.0024115182867,33.41791845880894,1.0072237554798091
154,834.4866487000148,37.02981730359309,1.012006175521765
155,847.205316189453,40.546937600113225,1.017319666900042
156,844.3644523375249,51.692229746490156,1.0271277657667335
157,789.9304058237615,53.748763506529656,1.0230062113149652
158,736.964146360549,56.12181759880304,1.020068264607547
159,685.8058393593401,58.87447286226592,1.0181014878283614
160,636.8913053890758,62.0816028417958,1.016377985681755
161,590.7781392057675,65.829177927122,1.015268330710653
162,548.1737625507567,70.21001369591679,1.0140702940196769
163,509.9583585324134,75.31288287881839,1.012798719090319
164,477.1875629430105,81.20120183787212,1.0121581567901883
165,451.0496672433111,87.87929450407721,1.0112204343024884
166,432.74822208243637,95.2518401329688,1.0102569476771754
167,423.30087929640985,103.09601569665043,1.009024255428808
168,423.30087929640985,111.07506059411284,1.0079954431470148
169,432.74822208243637,118.80589729816519,1.0065367923363915
170,451.04966724331115,125.95271488565928,1.0050542582824376
171,477.1875629430105,132.2947932340739,1.003431105479341
172,509.9583585324134,137.74043083358507,1.0012569307727048
173,548.1737625507567,142.29952039568872,0.9990849003878749
174,590.7781392057676,146.04337007297624,0.9968743378741203
175,636.8913053890758,149.07113320989046,0.994397987541684
176,685.8058393593401,151.48833093386946,0.9922313089998468
177,736.964146360549,153.39542675877928,0.9906733559817219
178,789.9304058237616,154.88273054343776,0.9907545266821539
179,844.364452337525,156.0287133824124,0.9947163349110812
180,796.6114178865447,155.37601558113042,0.9900639105813964
181,745.1724134788803,154.4557700149831,0.9890190775894178
182,693.9541050713774,153.39937718430343,0.9894976953924891
183,643.0092328370114,152.17511778616284,0.9908934239988199
184,592.4083443998878,150.7409652938951,0.9925512814198011
185,542.2477468356495,149.0402437579665,0.9943637586675313
186,492.6619437452115,146.9950530294966,0.9958840032968569
187,443.84362349146113,144.49616355203483,0.9974662582462961
188,396.07667546322176,141.38736758802878,0.9988109848304045
189,349.792085403194,137.44150039750036,0.9998563187417668
190,305.6639864429256,132.32572693368851,1.0008166750106433
191,264.77281136550863,125.56053223855024,1.0011093280921308
192,228.86024141680446,116.50835903601431,1.0015872137698054
193,200.61799021291537,104.52386764825569,1.0018556865532826
194,183.62011144079347,89.52459683681231,1.0015450122341167
195,181.06162510796696,72.86049640169456,1.0013376213464298
196,193.51609307934865,57.07146474727181,1.0007356843394386
197,218.43040975880828,44.036465317017644,0.999707505651258
198,252.13767859416652,34.06794366697285,0.9985803594759994
199,291.6044812053789,26.617519223431692,0.9965746989670976
200,334.8001454360641,21.013479577131907,0.9946572910629359
201,380.4567002192362,16.721043759973938,0.9918457142735606
202,427.7869370751735,13.36286133576825,0.9885360523417752
203,476.2921642808705,10.680940190396429,0.9844642593559176
204,525.6472081266118,8.498584299689256,0.9791456510903094
205,575.6335192637725,6.692991536533322,0.9716502571070695
206,626.099919359074,5.1771657258638,0.9611840457009952
207,659.9565593014734,4.2958018866456005,0.9508768511834554
208,693.9541050713773,3.5006228156965182,0.9379649991280212
209,728.072818035786,2.7798423858798764,0.9196056083221047
210,762.2964288362515,2.1236852014258285,0.8922685445916916
211,796.6114178865444,1.5239844188694782,0.8523527370600451
212,831.0064653386861,0.9738702372284704,0.7933042448385936
