total,scint_all,scint_edep,scint_cov,etrue,evis,darknoise,crosstalk,sipm_charge_resoluton
0.01983931924805925,0.017752965335592934,0.015074386946321388,0.007324909991884678,1,1.012956350256053,0.007005684405449564,0.00479891,0.002514290922465162
0.015402882017207265,0.014439907194297191,0.010656076668697402,0.007743889156105891,2,2.066236379445404,0.0034344824130406065,0.00326328,0.0025086228995618164
0.013484347621426645,0.012756692294969596,0.008719819127258091,0.007350152231071352,3,3.1224898738516425,0.0022726903186514893,0.00276455,0.002507304225646657
0.012171103192874781,0.011549159880183098,0.007576070177140679,0.006999867568851006,4,4.1779612778473565,0.0016985443460228282,0.00236278,0.0025069656498982475
0.011125403250956142,0.010559532525091519,0.006785605150935308,0.006534619701538609,5,5.23493808797114,0.0013555943522419477,0.00203696,0.002506796413450756
0.010559446104334713,0.010005256053048967,0.00625501660892258,0.006255938611329278,6,6.289552424058854,0.0011282921308111721,0.00195955,0.0025067656468697134
0.009949594117597155,0.009414833524024504,0.0058142485350522665,0.0059459513560055875,7,7.343970392704438,0.0009662964482318192,0.00177139,0.0025067471874648324
0.009483268806151038,0.008954047636602484,0.005448372263798887,0.005693119814640641,8,8.39996865616405,0.0008448189269352132,0.0016613,0.0025067471874648324
