total,scint_all,scint_edep,scint_cov,etrue,evis
0.017752965335592934,0.017752965335592934,0.015074386946321388,0.007324909991884678,1,1.012956350256053
0.014439907194297191,0.014439907194297191,0.010656076668697402,0.007743889156105891,2,2.066236379445404
0.012756692294969596,0.012756692294969596,0.008719819127258091,0.007350152231071352,3,3.1224898738516425
0.011549159880183098,0.011549159880183098,0.007576070177140679,0.006999867568851006,4,4.1779612778473565
0.010559532525091519,0.010559532525091519,0.006785605150935308,0.006534619701538609,5,5.23493808797114
0.010005256053048967,0.010005256053048967,0.00625501660892258,0.006255938611329278,6,6.289552424058854
0.009414833524024504,0.009414833524024504,0.0058142485350522665,0.0059459513560055875,7,7.343970392704438
0.008954047636602484,0.008954047636602484,0.005448372263798887,0.005693119814640641,8,8.39996865616405
