,edep,true_hit,radius,theta,phi,cor_hit
0,9.021990776062012,39619,628.0571555141336,86.56042957803105,182.11013111190434,38593.708973167995
1,9.021990776062012,39175,637.7794672120809,101.16726897294095,82.25853096777956,38210.36783105865
2,8.836990356445312,38316,591.1785132574909,93.97219636885866,126.64187239558487,37325.93024653094
3,9.021994590759277,39314,503.1704933134587,126.65395634630904,240.71530871730857,38885.24324341117
4,8.982636451721191,37609,612.7038766021335,148.17501216765208,324.500355400565,37569.63351110484
5,9.021991729736328,39039,557.7281088189708,44.16006894289418,242.75390486225214,38665.05412243655
6,9.021988868713379,39197,481.99507212346265,84.21125033462796,18.267596640545307,38596.57455915758
7,9.021992683410645,39703,260.60773551625056,55.503786217722116,176.5767211691814,39656.19725374344
8,9.021991729736328,38989,441.62267514839067,69.52389112733452,72.82195764638558,38539.74149788303
9,8.969356536865234,38484,573.3243264382196,31.531656207986895,199.99475966421838,38535.76912577382
10,9.021990776062012,38723,441.15493923755184,140.97991940819358,134.45326464447723,38625.023087387766
11,9.021990776062012,39070,486.4969455701309,115.26437333364763,67.70924270965116,38562.180629157294
12,8.975906372070312,39493,630.9954451932549,114.81776717343719,216.35087448575743,38697.26385632746
13,9.021993637084961,39181,485.7915104002884,68.82456774678741,74.88868202897349,38639.32917471469
14,9.021993637084961,38985,293.1300145750194,128.82305000903253,16.187375647132814,38904.09183142706
15,8.23922348022461,35862,518.2348372659609,127.98779985390983,176.53160250367972,35462.04072416668
16,9.02198600769043,39213,530.6818716550347,36.229939131345944,89.87248460047849,39039.76913775421
17,8.756925582885742,38243,577.7427741381166,36.99069295158928,11.448377879991945,38148.673517316376
18,7.835388660430908,33748,603.6017550406926,36.494458167933395,231.78744089853424,33577.02084977346
19,9.021989822387695,39004,268.8299322736821,105.9004040463335,326.062663608718,38851.23184704907
20,2.641366958618164,10767,499.3187214513271,45.14065259485597,291.6382087578213,10693.715097985547
21,8.835582733154297,38001,410.4004586544855,109.15327670749858,345.76597800324305,37620.347690573966
22,9.021987915039062,39256,365.7375133089259,38.07064460810029,276.64265188021284,39253.49792339846
23,8.716830253601074,38518,522.4960421555784,99.85135333613795,291.0021917542848,37786.83525458047
24,8.98519229888916,39154,616.0498293551859,115.50352929507456,277.29081696311107,38387.59558637715
25,8.771390914916992,37521,470.4995357143479,117.38823438016408,43.213941340386896,37097.55669965352
26,9.021989822387695,39600,419.3549219121274,93.56971962616048,295.9087164150063,39114.79621323781
27,9.021990776062012,39912,619.3370409303665,61.43429075979346,337.560619642668,39187.88487877201
28,5.570879936218262,24017,598.8148107356626,146.7326312242844,47.19956415614994,23970.04617288958
29,9.021992683410645,39447,583.8769790797833,115.50750126687396,207.91180027646416,38635.28629664945
30,8.911355018615723,39496,632.9377649796162,79.47178494219096,193.97709392965044,38515.949337696096
31,8.761889457702637,38626,487.2105411131782,84.27255834497093,339.9062104165946,38011.19490942855
32,8.959500312805176,38088,579.7600371935406,117.92475439217621,278.36064361072636,37343.13625418024
33,9.021992683410645,38715,526.7168296520123,141.57990871029614,71.9582099181019,38538.03192669776
34,8.720894813537598,38096,648.97662764174,106.66302980830936,53.91459901285268,37200.03768618877
35,8.895359992980957,38883,631.9752897294372,89.88540912989006,190.46929509915344,37877.64552688233
36,8.97666072845459,38799,529.770352255415,78.8869725075246,125.18330198011175,38084.73381106645
37,8.7083158493042,38250,560.0102248610693,59.790697298898124,140.1513599902561,37654.97352806869
38,9.021984100341797,38684,345.4550124951738,174.39328278652536,153.13253365583537,38906.990498910556
39,9.021987915039062,38861,136.87299375643423,93.5898546333462,71.30095394340923,38816.51619962881
40,9.021990776062012,39041,478.5641936366681,82.39764990280233,103.01545635305324,38460.07466915455
41,8.930931091308594,39379,513.6892630021042,106.19399465257165,62.20413179193711,38661.54097135381
42,8.54371166229248,37835,633.6486010483992,41.85975777412654,113.80967831159968,37552.56635915254
43,9.021991729736328,39260,228.04016826753775,118.5289638821528,42.092396797088966,39220.24589860402
44,9.02198600769043,39460,541.1466145126059,59.98506140333778,353.11174252855704,38893.58817971886
45,9.021991729736328,39641,539.2124723756664,97.09765244158321,56.86488773143383,38903.58033435856
46,6.582009315490723,28334,532.2498314079933,55.51206499927,186.645379039401,27975.790567688207
47,9.021991729736328,39077,588.2933642454597,56.68030511725144,66.482614681532,38439.24426624352
48,9.021987915039062,39747,598.6727552029494,51.294833536418295,34.24153167985227,39239.78217174111
49,9.02198600769043,38958,501.76134981423695,28.832740415808704,236.9383565560546,39079.40179839333
50,8.697970390319824,37442,603.1444974946455,33.914967624646955,72.45859111169167,37316.88276057247
51,9.021987915039062,38148,609.0245333924321,25.84994345261938,314.71000779046057,38296.042116340286
52,9.021991729736328,39989,641.2952969981443,88.73804992074865,122.61126187387923,38961.20535049186
53,9.021988868713379,38574,402.62299310310226,132.17978247668938,70.01051359434467,38418.41776199186
54,9.021982192993164,39440,301.47809882129815,97.8699606240952,33.01980916414533,39171.93217168902
55,9.021993637084961,38608,333.1067994391372,55.235849147444476,326.96400291167646,38455.68582643687
56,8.603822708129883,36940,599.6811886015661,27.81354253849704,200.93345146821898,37026.567739814775
57,8.676375389099121,38901,533.9691508265578,78.68953322408011,40.706143146267046,38191.07099166045
58,8.982901573181152,39445,462.5159871377402,75.51839706647074,154.13003507194725,38916.081083525285
59,9.02198600769043,37891,591.6784399141251,163.6367223741524,307.13016150481394,38416.53733204786
60,9.021989822387695,39259,515.9286765538052,148.34936478631118,45.81635263252058,39285.03128598432
